算法,run,种群规模,最大迭代次数,收敛迭代次数,干涉方向维持次数,工具维持次数,连接断裂惩罚,空间跨度惩罚,KG连贯性惩罚,目标函数值,运行时间/s,geometry_feasible,geometry_first_blocked_step,shared_initial_geometry_valid,sequence
GA-no-connect,11,40,80,77,9,30,0.0,79.58268,79.58268,107.58267972982202,5.868505,True,,40,"[""SubAssembly_1_33_5536C12000G42_5536C12000G42_1"", ""Part_1_2_5536C10101G71_5536C10101G71_1"", ""Part_1_4_5536C10105G71_5536C10105G71_1"", ""Part_1_36_5536C14003G71_5536C14003G70_1"", ""Part_1_37_5536C14004G71_5536C14004G70_1"", ""Part_1_38_5536C14005G71_5536C14005G71_1"", ""Part_1_14_5536C10411G72_5536C10411G72_1"", ""Part_1_43_5536C14010G71_5536C14010G72_1"", ""Part_1_22_5536C10611G72_5536C10611G72_1"", ""Part_1_21_5536C10603G71_5536C10603G71_1"", ""Part_1_24_5536C10614G70_5536C10614G70_1"", ""Part_1_45_5536C14012G71_5536C14012G71_1"", ""Part_1_44_5536C14011G71_5536C14011G71_1"", ""Part_1_23_5536C10613G70_5536C10613G70_1"", ""Part_1_42_5536C14009G71_5536C14009G72_1"", ""Part_1_18_5536C10511G72_5536C10511G72_1"", ""Part_1_17_5536C10503G71_5536C10503G70_1"", ""Part_1_19_5536C10513G70_5536C10513G70_1"", ""Part_1_20_5536C10514G70_5536C10514G70_1"", ""Part_1_41_5536C14008G71_5536C14008G71_1"", ""Part_1_40_5536C14007G71_5536C14007G71_1"", ""Part_1_39_5536C14006G71_5536C14006G71_1"", ""Part_1_6_5536C10211G71_5536C10211G71_1"", ""Part_1_5_5536C10203G71_5536C10203G71_1"", ""Part_1_34_5536C14001G71_5536C14001G70_1"", ""Part_1_3_5536C10103G71_5536C10103G71_1"", ""Part_1_35_5536C14002G71_5536C14002G70_1"", ""Part_1_8_5536C10214G70_5536C10214G70_1"", ""Part_1_7_5536C10213G70_5536C10213G70_1"", ""Part_1_10_5536C10311G72_5536C10311G72_1"", ""Part_1_9_5536C10303G71_5536C10303G71_1"", ""Part_1_11_5536C10313G70_5536C10313G70_1"", ""Part_1_12_5536C10314G70_5536C10314G70_1"", ""Part_1_13_5536C10403G71_5536C10403G71_1"", ""Part_1_16_5536C10414G72_5536C10414G72_1"", ""Part_1_15_5536C10413G72_5536C10413G72_1"", ""SubAssembly_1_29_5536C11005G41_5536C11005G41"", ""SubAssembly_1_28_5536C11004G41_5536C11004G41"", ""SubAssembly_1_26_5536C11002G41_5536C11002G41_1"", ""SubAssembly_1_25_5536C11001G41_5536C11001G41_1"", ""SubAssembly_1_27_5536C11003G41_5536C11003G41"", ""SubAssembly_1_30_5536C11006G41_5536C11006G41"", ""SubAssembly_1_32_5536C11008G41_5536C11008G41"", ""SubAssembly_1_31_5536C11007G41_5536C11007G41""]"
KG-IGA-no-connect,11,40,80,71,10,30,0.0,45.217459,45.217459,76.21745902682184,7.57204,True,,40,"[""SubAssembly_1_33_5536C12000G42_5536C12000G42_1"", ""Part_1_2_5536C10101G71_5536C10101G71_1"", ""Part_1_4_5536C10105G71_5536C10105G71_1"", ""Part_1_34_5536C14001G71_5536C14001G70_1"", ""Part_1_3_5536C10103G71_5536C10103G71_1"", ""Part_1_35_5536C14002G71_5536C14002G70_1"", ""Part_1_6_5536C10211G71_5536C10211G71_1"", ""Part_1_5_5536C10203G71_5536C10203G71_1"", ""Part_1_7_5536C10213G70_5536C10213G70_1"", ""Part_1_8_5536C10214G70_5536C10214G70_1"", ""Part_1_36_5536C14003G71_5536C14003G70_1"", ""Part_1_37_5536C14004G71_5536C14004G70_1"", ""Part_1_10_5536C10311G72_5536C10311G72_1"", ""Part_1_9_5536C10303G71_5536C10303G71_1"", ""Part_1_11_5536C10313G70_5536C10313G70_1"", ""Part_1_12_5536C10314G70_5536C10314G70_1"", ""Part_1_39_5536C14006G71_5536C14006G71_1"", ""Part_1_38_5536C14005G71_5536C14005G71_1"", ""Part_1_18_5536C10511G72_5536C10511G72_1"", ""Part_1_17_5536C10503G71_5536C10503G70_1"", ""Part_1_42_5536C14009G71_5536C14009G72_1"", ""Part_1_44_5536C14011G71_5536C14011G71_1"", ""Part_1_45_5536C14012G71_5536C14012G71_1"", ""Part_1_43_5536C14010G71_5536C14010G72_1"", ""Part_1_20_5536C10514G70_5536C10514G70_1"", ""Part_1_19_5536C10513G70_5536C10513G70_1"", ""Part_1_40_5536C14007G71_5536C14007G71_1"", ""Part_1_14_5536C10411G72_5536C10411G72_1"", ""Part_1_13_5536C10403G71_5536C10403G71_1"", ""Part_1_16_5536C10414G72_5536C10414G72_1"", ""Part_1_15_5536C10413G72_5536C10413G72_1"", ""Part_1_41_5536C14008G71_5536C14008G71_1"", ""Part_1_22_5536C10611G72_5536C10611G72_1"", ""Part_1_21_5536C10603G71_5536C10603G71_1"", ""Part_1_23_5536C10613G70_5536C10613G70_1"", ""Part_1_24_5536C10614G70_5536C10614G70_1"", ""SubAssembly_1_32_5536C11008G41_5536C11008G41"", ""SubAssembly_1_31_5536C11007G41_5536C11007G41"", ""SubAssembly_1_29_5536C11005G41_5536C11005G41"", ""SubAssembly_1_30_5536C11006G41_5536C11006G41"", ""SubAssembly_1_26_5536C11002G41_5536C11002G41_1"", ""SubAssembly_1_25_5536C11001G41_5536C11001G41_1"", ""SubAssembly_1_27_5536C11003G41_5536C11003G41"", ""SubAssembly_1_28_5536C11004G41_5536C11004G41""]"
KG-IGAv5,11,40,80,71,10,30,0.0,45.217459,45.217459,76.21745902682184,7.584342,True,,40,"[""SubAssembly_1_33_5536C12000G42_5536C12000G42_1"", ""Part_1_2_5536C10101G71_5536C10101G71_1"", ""Part_1_4_5536C10105G71_5536C10105G71_1"", ""Part_1_34_5536C14001G71_5536C14001G70_1"", ""Part_1_3_5536C10103G71_5536C10103G71_1"", ""Part_1_35_5536C14002G71_5536C14002G70_1"", ""Part_1_6_5536C10211G71_5536C10211G71_1"", ""Part_1_5_5536C10203G71_5536C10203G71_1"", ""Part_1_7_5536C10213G70_5536C10213G70_1"", ""Part_1_8_5536C10214G70_5536C10214G70_1"", ""Part_1_36_5536C14003G71_5536C14003G70_1"", ""Part_1_37_5536C14004G71_5536C14004G70_1"", ""Part_1_10_5536C10311G72_5536C10311G72_1"", ""Part_1_9_5536C10303G71_5536C10303G71_1"", ""Part_1_11_5536C10313G70_5536C10313G70_1"", ""Part_1_12_5536C10314G70_5536C10314G70_1"", ""Part_1_39_5536C14006G71_5536C14006G71_1"", ""Part_1_38_5536C14005G71_5536C14005G71_1"", ""Part_1_18_5536C10511G72_5536C10511G72_1"", ""Part_1_17_5536C10503G71_5536C10503G70_1"", ""Part_1_42_5536C14009G71_5536C14009G72_1"", ""Part_1_44_5536C14011G71_5536C14011G71_1"", ""Part_1_45_5536C14012G71_5536C14012G71_1"", ""Part_1_43_5536C14010G71_5536C14010G72_1"", ""Part_1_20_5536C10514G70_5536C10514G70_1"", ""Part_1_19_5536C10513G70_5536C10513G70_1"", ""Part_1_40_5536C14007G71_5536C14007G71_1"", ""Part_1_14_5536C10411G72_5536C10411G72_1"", ""Part_1_13_5536C10403G71_5536C10403G71_1"", ""Part_1_16_5536C10414G72_5536C10414G72_1"", ""Part_1_15_5536C10413G72_5536C10413G72_1"", ""Part_1_41_5536C14008G71_5536C14008G71_1"", ""Part_1_22_5536C10611G72_5536C10611G72_1"", ""Part_1_21_5536C10603G71_5536C10603G71_1"", ""Part_1_23_5536C10613G70_5536C10613G70_1"", ""Part_1_24_5536C10614G70_5536C10614G70_1"", ""SubAssembly_1_32_5536C11008G41_5536C11008G41"", ""SubAssembly_1_31_5536C11007G41_5536C11007G41"", ""SubAssembly_1_29_5536C11005G41_5536C11005G41"", ""SubAssembly_1_30_5536C11006G41_5536C11006G41"", ""SubAssembly_1_26_5536C11002G41_5536C11002G41_1"", ""SubAssembly_1_25_5536C11001G41_5536C11001G41_1"", ""SubAssembly_1_27_5536C11003G41_5536C11003G41"", ""SubAssembly_1_28_5536C11004G41_5536C11004G41""]"
GA-no-connect,12,40,80,80,9,30,0.0,86.107737,86.107737,118.60773703593081,5.972083,True,,40,"[""SubAssembly_1_33_5536C12000G42_5536C12000G42_1"", ""Part_1_2_5536C10101G71_5536C10101G71_1"", ""Part_1_4_5536C10105G71_5536C10105G71_1"", ""Part_1_34_5536C14001G71_5536C14001G70_1"", ""Part_1_3_5536C10103G71_5536C10103G71_1"", ""Part_1_36_5536C14003G71_5536C14003G70_1"", ""Part_1_38_5536C14005G71_5536C14005G71_1"", ""Part_1_39_5536C14006G71_5536C14006G71_1"", ""Part_1_37_5536C14004G71_5536C14004G70_1"", ""Part_1_6_5536C10211G71_5536C10211G71_1"", ""Part_1_5_5536C10203G71_5536C10203G71_1"", ""Part_1_35_5536C14002G71_5536C14002G70_1"", ""Part_1_7_5536C10213G70_5536C10213G70_1"", ""Part_1_8_5536C10214G70_5536C10214G70_1"", ""Part_1_10_5536C10311G72_5536C10311G72_1"", ""Part_1_9_5536C10303G71_5536C10303G71_1"", ""Part_1_41_5536C14008G71_5536C14008G71_1"", ""Part_1_18_5536C10511G72_5536C10511G72_1"", ""Part_1_17_5536C10503G71_5536C10503G70_1"", ""Part_1_20_5536C10514G70_5536C10514G70_1"", ""Part_1_19_5536C10513G70_5536C10513G70_1"", ""Part_1_43_5536C14010G71_5536C14010G72_1"", ""Part_1_22_5536C10611G72_5536C10611G72_1"", ""Part_1_21_5536C10603G71_5536C10603G71_1"", ""Part_1_44_5536C14011G71_5536C14011G71_1"", ""Part_1_45_5536C14012G71_5536C14012G71_1"", ""Part_1_24_5536C10614G70_5536C10614G70_1"", ""Part_1_23_5536C10613G70_5536C10613G70_1"", ""Part_1_42_5536C14009G71_5536C14009G72_1"", ""Part_1_40_5536C14007G71_5536C14007G71_1"", ""Part_1_11_5536C10313G70_5536C10313G70_1"", ""Part_1_12_5536C10314G70_5536C10314G70_1"", ""Part_1_14_5536C10411G72_5536C10411G72_1"", ""Part_1_13_5536C10403G71_5536C10403G71_1"", ""Part_1_16_5536C10414G72_5536C10414G72_1"", ""Part_1_15_5536C10413G72_5536C10413G72_1"", ""SubAssembly_1_29_5536C11005G41_5536C11005G41"", ""SubAssembly_1_30_5536C11006G41_5536C11006G41"", ""SubAssembly_1_28_5536C11004G41_5536C11004G41"", ""SubAssembly_1_26_5536C11002G41_5536C11002G41_1"", ""SubAssembly_1_25_5536C11001G41_5536C11001G41_1"", ""SubAssembly_1_27_5536C11003G41_5536C11003G41"", ""SubAssembly_1_31_5536C11007G41_5536C11007G41"", ""SubAssembly_1_32_5536C11008G41_5536C11008G41""]"
KG-IGA-no-connect,12,40,80,79,7,34,0.0,77.430911,77.430911,101.93091106966745,8.417272,True,,40,"[""SubAssembly_1_33_5536C12000G42_5536C12000G42_1"", ""Part_1_2_5536C10101G71_5536C10101G71_1"", ""Part_1_4_5536C10105G71_5536C10105G71_1"", ""Part_1_6_5536C10211G71_5536C10211G71_1"", ""Part_1_36_5536C14003G71_5536C14003G70_1"", ""Part_1_37_5536C14004G71_5536C14004G70_1"", ""Part_1_39_5536C14006G71_5536C14006G71_1"", ""Part_1_14_5536C10411G72_5536C10411G72_1"", ""Part_1_13_5536C10403G71_5536C10403G71_1"", ""Part_1_15_5536C10413G72_5536C10413G72_1"", ""Part_1_40_5536C14007G71_5536C14007G71_1"", ""Part_1_43_5536C14010G71_5536C14010G72_1"", ""Part_1_42_5536C14009G71_5536C14009G72_1"", ""Part_1_44_5536C14011G71_5536C14011G71_1"", ""Part_1_45_5536C14012G71_5536C14012G71_1"", ""Part_1_22_5536C10611G72_5536C10611G72_1"", ""Part_1_18_5536C10511G72_5536C10511G72_1"", ""Part_1_41_5536C14008G71_5536C14008G71_1"", ""Part_1_16_5536C10414G72_5536C10414G72_1"", ""Part_1_38_5536C14005G71_5536C14005G71_1"", ""Part_1_10_5536C10311G72_5536C10311G72_1"", ""Part_1_9_5536C10303G71_5536C10303G71_1"", ""Part_1_34_5536C14001G71_5536C14001G70_1"", ""Part_1_3_5536C10103G71_5536C10103G71_1"", ""Part_1_35_5536C14002G71_5536C14002G70_1"", ""Part_1_5_5536C10203G71_5536C10203G71_1"", ""Part_1_8_5536C10214G70_5536C10214G70_1"", ""Part_1_7_5536C10213G70_5536C10213G70_1"", ""Part_1_11_5536C10313G70_5536C10313G70_1"", ""Part_1_12_5536C10314G70_5536C10314G70_1"", ""Part_1_17_5536C10503G71_5536C10503G70_1"", ""Part_1_20_5536C10514G70_5536C10514G70_1"", ""Part_1_19_5536C10513G70_5536C10513G70_1"", ""Part_1_21_5536C10603G71_5536C10603G71_1"", ""Part_1_23_5536C10613G70_5536C10613G70_1"", ""Part_1_24_5536C10614G70_5536C10614G70_1"", ""SubAssembly_1_31_5536C11007G41_5536C11007G41"", ""SubAssembly_1_32_5536C11008G41_5536C11008G41"", ""SubAssembly_1_29_5536C11005G41_5536C11005G41"", ""SubAssembly_1_26_5536C11002G41_5536C11002G41_1"", ""SubAssembly_1_25_5536C11001G41_5536C11001G41_1"", ""SubAssembly_1_28_5536C11004G41_5536C11004G41"", ""SubAssembly_1_27_5536C11003G41_5536C11003G41"", ""SubAssembly_1_30_5536C11006G41_5536C11006G41""]"
KG-IGAv5,12,40,80,79,7,34,0.0,77.430911,77.430911,101.93091106966745,8.011333,True,,40,"[""SubAssembly_1_33_5536C12000G42_5536C12000G42_1"", ""Part_1_2_5536C10101G71_5536C10101G71_1"", ""Part_1_4_5536C10105G71_5536C10105G71_1"", ""Part_1_6_5536C10211G71_5536C10211G71_1"", ""Part_1_36_5536C14003G71_5536C14003G70_1"", ""Part_1_37_5536C14004G71_5536C14004G70_1"", ""Part_1_39_5536C14006G71_5536C14006G71_1"", ""Part_1_14_5536C10411G72_5536C10411G72_1"", ""Part_1_13_5536C10403G71_5536C10403G71_1"", ""Part_1_15_5536C10413G72_5536C10413G72_1"", ""Part_1_40_5536C14007G71_5536C14007G71_1"", ""Part_1_43_5536C14010G71_5536C14010G72_1"", ""Part_1_42_5536C14009G71_5536C14009G72_1"", ""Part_1_44_5536C14011G71_5536C14011G71_1"", ""Part_1_45_5536C14012G71_5536C14012G71_1"", ""Part_1_22_5536C10611G72_5536C10611G72_1"", ""Part_1_18_5536C10511G72_5536C10511G72_1"", ""Part_1_41_5536C14008G71_5536C14008G71_1"", ""Part_1_16_5536C10414G72_5536C10414G72_1"", ""Part_1_38_5536C14005G71_5536C14005G71_1"", ""Part_1_10_5536C10311G72_5536C10311G72_1"", ""Part_1_9_5536C10303G71_5536C10303G71_1"", ""Part_1_34_5536C14001G71_5536C14001G70_1"", ""Part_1_3_5536C10103G71_5536C10103G71_1"", ""Part_1_35_5536C14002G71_5536C14002G70_1"", ""Part_1_5_5536C10203G71_5536C10203G71_1"", ""Part_1_8_5536C10214G70_5536C10214G70_1"", ""Part_1_7_5536C10213G70_5536C10213G70_1"", ""Part_1_11_5536C10313G70_5536C10313G70_1"", ""Part_1_12_5536C10314G70_5536C10314G70_1"", ""Part_1_17_5536C10503G71_5536C10503G70_1"", ""Part_1_20_5536C10514G70_5536C10514G70_1"", ""Part_1_19_5536C10513G70_5536C10513G70_1"", ""Part_1_21_5536C10603G71_5536C10603G71_1"", ""Part_1_23_5536C10613G70_5536C10613G70_1"", ""Part_1_24_5536C10614G70_5536C10614G70_1"", ""SubAssembly_1_31_5536C11007G41_5536C11007G41"", ""SubAssembly_1_32_5536C11008G41_5536C11008G41"", ""SubAssembly_1_29_5536C11005G41_5536C11005G41"", ""SubAssembly_1_26_5536C11002G41_5536C11002G41_1"", ""SubAssembly_1_25_5536C11001G41_5536C11001G41_1"", ""SubAssembly_1_28_5536C11004G41_5536C11004G41"", ""SubAssembly_1_27_5536C11003G41_5536C11003G41"", ""SubAssembly_1_30_5536C11006G41_5536C11006G41""]"
GA-no-connect,13,40,80,78,9,32,0.0,99.803206,99.803206,123.8032057809406,6.493662,True,,40,"[""SubAssembly_1_33_5536C12000G42_5536C12000G42_1"", ""Part_1_2_5536C10101G71_5536C10101G71_1"", ""Part_1_4_5536C10105G71_5536C10105G71_1"", ""Part_1_37_5536C14004G71_5536C14004G70_1"", ""Part_1_39_5536C14006G71_5536C14006G71_1"", ""Part_1_42_5536C14009G71_5536C14009G72_1"", ""Part_1_43_5536C14010G71_5536C14010G72_1"", ""Part_1_18_5536C10511G72_5536C10511G72_1"", ""Part_1_14_5536C10411G72_5536C10411G72_1"", ""Part_1_13_5536C10403G71_5536C10403G71_1"", ""Part_1_41_5536C14008G71_5536C14008G71_1"", ""Part_1_40_5536C14007G71_5536C14007G71_1"", ""Part_1_22_5536C10611G72_5536C10611G72_1"", ""Part_1_21_5536C10603G71_5536C10603G71_1"", ""Part_1_23_5536C10613G70_5536C10613G70_1"", ""Part_1_44_5536C14011G71_5536C14011G71_1"", ""Part_1_45_5536C14012G71_5536C14012G71_1"", ""Part_1_24_5536C10614G70_5536C10614G70_1"", ""Part_1_20_5536C10514G70_5536C10514G70_1"", ""Part_1_19_5536C10513G70_5536C10513G70_1"", ""Part_1_17_5536C10503G71_5536C10503G70_1"", ""Part_1_15_5536C10413G72_5536C10413G72_1"", ""Part_1_16_5536C10414G72_5536C10414G72_1"", ""Part_1_38_5536C14005G71_5536C14005G71_1"", ""Part_1_34_5536C14001G71_5536C14001G70_1"", ""Part_1_35_5536C14002G71_5536C14002G70_1"", ""Part_1_3_5536C10103G71_5536C10103G71_1"", ""Part_1_6_5536C10211G71_5536C10211G71_1"", ""Part_1_5_5536C10203G71_5536C10203G71_1"", ""Part_1_7_5536C10213G70_5536C10213G70_1"", ""Part_1_8_5536C10214G70_5536C10214G70_1"", ""Part_1_36_5536C14003G71_5536C14003G70_1"", ""Part_1_10_5536C10311G72_5536C10311G72_1"", ""Part_1_9_5536C10303G71_5536C10303G71_1"", ""Part_1_11_5536C10313G70_5536C10313G70_1"", ""Part_1_12_5536C10314G70_5536C10314G70_1"", ""SubAssembly_1_27_5536C11003G41_5536C11003G41"", ""SubAssembly_1_25_5536C11001G41_5536C11001G41_1"", ""SubAssembly_1_26_5536C11002G41_5536C11002G41_1"", ""SubAssembly_1_28_5536C11004G41_5536C11004G41"", ""SubAssembly_1_30_5536C11006G41_5536C11006G41"", ""SubAssembly_1_29_5536C11005G41_5536C11005G41"", ""SubAssembly_1_32_5536C11008G41_5536C11008G41"", ""SubAssembly_1_31_5536C11007G41_5536C11007G41""]"
KG-IGA-no-connect,13,40,80,65,8,32,0.0,18.394724,18.394724,48.39472418931658,8.03009,True,,40,"[""SubAssembly_1_33_5536C12000G42_5536C12000G42_1"", ""Part_1_2_5536C10101G71_5536C10101G71_1"", ""Part_1_4_5536C10105G71_5536C10105G71_1"", ""Part_1_6_5536C10211G71_5536C10211G71_1"", ""Part_1_5_5536C10203G71_5536C10203G71_1"", ""Part_1_34_5536C14001G71_5536C14001G70_1"", ""Part_1_3_5536C10103G71_5536C10103G71_1"", ""Part_1_35_5536C14002G71_5536C14002G70_1"", ""Part_1_7_5536C10213G70_5536C10213G70_1"", ""Part_1_8_5536C10214G70_5536C10214G70_1"", ""Part_1_36_5536C14003G71_5536C14003G70_1"", ""Part_1_37_5536C14004G71_5536C14004G70_1"", ""Part_1_10_5536C10311G72_5536C10311G72_1"", ""Part_1_9_5536C10303G71_5536C10303G71_1"", ""Part_1_11_5536C10313G70_5536C10313G70_1"", ""Part_1_12_5536C10314G70_5536C10314G70_1"", ""Part_1_39_5536C14006G71_5536C14006G71_1"", ""Part_1_38_5536C14005G71_5536C14005G71_1"", ""Part_1_14_5536C10411G72_5536C10411G72_1"", ""Part_1_13_5536C10403G71_5536C10403G71_1"", ""Part_1_15_5536C10413G72_5536C10413G72_1"", ""Part_1_16_5536C10414G72_5536C10414G72_1"", ""Part_1_40_5536C14007G71_5536C14007G71_1"", ""Part_1_41_5536C14008G71_5536C14008G71_1"", ""Part_1_18_5536C10511G72_5536C10511G72_1"", ""Part_1_17_5536C10503G71_5536C10503G70_1"", ""Part_1_20_5536C10514G70_5536C10514G70_1"", ""Part_1_19_5536C10513G70_5536C10513G70_1"", ""Part_1_42_5536C14009G71_5536C14009G72_1"", ""Part_1_43_5536C14010G71_5536C14010G72_1"", ""Part_1_45_5536C14012G71_5536C14012G71_1"", ""Part_1_44_5536C14011G71_5536C14011G71_1"", ""Part_1_22_5536C10611G72_5536C10611G72_1"", ""Part_1_21_5536C10603G71_5536C10603G71_1"", ""Part_1_23_5536C10613G70_5536C10613G70_1"", ""Part_1_24_5536C10614G70_5536C10614G70_1"", ""SubAssembly_1_32_5536C11008G41_5536C11008G41"", ""SubAssembly_1_31_5536C11007G41_5536C11007G41"", ""SubAssembly_1_29_5536C11005G41_5536C11005G41"", ""SubAssembly_1_30_5536C11006G41_5536C11006G41"", ""SubAssembly_1_26_5536C11002G41_5536C11002G41_1"", ""SubAssembly_1_25_5536C11001G41_5536C11001G41_1"", ""SubAssembly_1_27_5536C11003G41_5536C11003G41"", ""SubAssembly_1_28_5536C11004G41_5536C11004G41""]"
KG-IGAv5,13,40,80,65,8,32,0.0,18.394724,18.394724,48.39472418931658,7.573803,True,,40,"[""SubAssembly_1_33_5536C12000G42_5536C12000G42_1"", ""Part_1_2_5536C10101G71_5536C10101G71_1"", ""Part_1_4_5536C10105G71_5536C10105G71_1"", ""Part_1_6_5536C10211G71_5536C10211G71_1"", ""Part_1_5_5536C10203G71_5536C10203G71_1"", ""Part_1_34_5536C14001G71_5536C14001G70_1"", ""Part_1_3_5536C10103G71_5536C10103G71_1"", ""Part_1_35_5536C14002G71_5536C14002G70_1"", ""Part_1_7_5536C10213G70_5536C10213G70_1"", ""Part_1_8_5536C10214G70_5536C10214G70_1"", ""Part_1_36_5536C14003G71_5536C14003G70_1"", ""Part_1_37_5536C14004G71_5536C14004G70_1"", ""Part_1_10_5536C10311G72_5536C10311G72_1"", ""Part_1_9_5536C10303G71_5536C10303G71_1"", ""Part_1_11_5536C10313G70_5536C10313G70_1"", ""Part_1_12_5536C10314G70_5536C10314G70_1"", ""Part_1_39_5536C14006G71_5536C14006G71_1"", ""Part_1_38_5536C14005G71_5536C14005G71_1"", ""Part_1_14_5536C10411G72_5536C10411G72_1"", ""Part_1_13_5536C10403G71_5536C10403G71_1"", ""Part_1_15_5536C10413G72_5536C10413G72_1"", ""Part_1_16_5536C10414G72_5536C10414G72_1"", ""Part_1_40_5536C14007G71_5536C14007G71_1"", ""Part_1_41_5536C14008G71_5536C14008G71_1"", ""Part_1_18_5536C10511G72_5536C10511G72_1"", ""Part_1_17_5536C10503G71_5536C10503G70_1"", ""Part_1_20_5536C10514G70_5536C10514G70_1"", ""Part_1_19_5536C10513G70_5536C10513G70_1"", ""Part_1_42_5536C14009G71_5536C14009G72_1"", ""Part_1_43_5536C14010G71_5536C14010G72_1"", ""Part_1_45_5536C14012G71_5536C14012G71_1"", ""Part_1_44_5536C14011G71_5536C14011G71_1"", ""Part_1_22_5536C10611G72_5536C10611G72_1"", ""Part_1_21_5536C10603G71_5536C10603G71_1"", ""Part_1_23_5536C10613G70_5536C10613G70_1"", ""Part_1_24_5536C10614G70_5536C10614G70_1"", ""SubAssembly_1_32_5536C11008G41_5536C11008G41"", ""SubAssembly_1_31_5536C11007G41_5536C11007G41"", ""SubAssembly_1_29_5536C11005G41_5536C11005G41"", ""SubAssembly_1_30_5536C11006G41_5536C11006G41"", ""SubAssembly_1_26_5536C11002G41_5536C11002G41_1"", ""SubAssembly_1_25_5536C11001G41_5536C11001G41_1"", ""SubAssembly_1_27_5536C11003G41_5536C11003G41"", ""SubAssembly_1_28_5536C11004G41_5536C11004G41""]"
GA-no-connect,14,40,80,78,3,32,0.0,100.2226,100.2226,130.22260040140407,5.69334,True,,40,"[""SubAssembly_1_33_5536C12000G42_5536C12000G42_1"", ""Part_1_2_5536C10101G71_5536C10101G71_1"", ""Part_1_6_5536C10211G71_5536C10211G71_1"", ""Part_1_5_5536C10203G71_5536C10203G71_1"", ""Part_1_39_5536C14006G71_5536C14006G71_1"", ""Part_1_38_5536C14005G71_5536C14005G71_1"", ""Part_1_45_5536C14012G71_5536C14012G71_1"", ""Part_1_44_5536C14011G71_5536C14011G71_1"", ""Part_1_42_5536C14009G71_5536C14009G72_1"", ""Part_1_40_5536C14007G71_5536C14007G71_1"", ""Part_1_41_5536C14008G71_5536C14008G71_1"", ""Part_1_43_5536C14010G71_5536C14010G72_1"", ""Part_1_18_5536C10511G72_5536C10511G72_1"", ""Part_1_14_5536C10411G72_5536C10411G72_1"", ""Part_1_13_5536C10403G71_5536C10403G71_1"", ""Part_1_10_5536C10311G72_5536C10311G72_1"", ""Part_1_9_5536C10303G71_5536C10303G71_1"", ""Part_1_7_5536C10213G70_5536C10213G70_1"", ""Part_1_34_5536C14001G71_5536C14001G70_1"", ""Part_1_4_5536C10105G71_5536C10105G71_1"", ""Part_1_3_5536C10103G71_5536C10103G71_1"", ""Part_1_35_5536C14002G71_5536C14002G70_1"", ""Part_1_36_5536C14003G71_5536C14003G70_1"", ""Part_1_37_5536C14004G71_5536C14004G70_1"", ""Part_1_8_5536C10214G70_5536C10214G70_1"", ""Part_1_11_5536C10313G70_5536C10313G70_1"", ""Part_1_12_5536C10314G70_5536C10314G70_1"", ""Part_1_15_5536C10413G72_5536C10413G72_1"", ""Part_1_16_5536C10414G72_5536C10414G72_1"", ""Part_1_17_5536C10503G71_5536C10503G70_1"", ""Part_1_20_5536C10514G70_5536C10514G70_1"", ""Part_1_19_5536C10513G70_5536C10513G70_1"", ""Part_1_22_5536C10611G72_5536C10611G72_1"", ""Part_1_21_5536C10603G71_5536C10603G71_1"", ""Part_1_24_5536C10614G70_5536C10614G70_1"", ""Part_1_23_5536C10613G70_5536C10613G70_1"", ""SubAssembly_1_32_5536C11008G41_5536C11008G41"", ""SubAssembly_1_31_5536C11007G41_5536C11007G41"", ""SubAssembly_1_30_5536C11006G41_5536C11006G41"", ""SubAssembly_1_27_5536C11003G41_5536C11003G41"", ""SubAssembly_1_26_5536C11002G41_5536C11002G41_1"", ""SubAssembly_1_25_5536C11001G41_5536C11001G41_1"", ""SubAssembly_1_28_5536C11004G41_5536C11004G41"", ""SubAssembly_1_29_5536C11005G41_5536C11005G41""]"
